sampleid	biosample	bioproject	reads	primer_group	genus	species	common_name	old_new_world	pathogen	diet_org	diet_assumed	diet_1	diet_2	diet_group	diet_cat	sex	reprod_stage	total_sample_no	sample_type	collection_year	captive_wild	habitat_assumed	habitat_group	habitat_level_1	habitat_level_2	roost_group	sociality_x	foraging	collection_location	country	continent	virus	body_mass_g	litter_size	litters_peryear	longevity_month	sociality_y	torpor_use
SAMN37723916	SAMN37723916_SRR26326829	PRJNA1025871	paired	V3-V4_4	Rhinolophus	Rhinolophus_macrotis_episcopus	Big-eared_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	12	Fecal_sample	2018	Wild_probably	Cave	Forest	Forest	forest_based	Cave	Colonial	aerial_hawking	Hunan	China	Asia	Betacoronaviruses	6.18	0.98	NA	NA	Colonial	NA
SAMN37723915	SAMN37723915_SRR26326723	PRJNA1025871	paired	V3-V4_4	Rhinolophus	Rhinolophus_macrotis_episcopus	Big-eared_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	12	Fecal_sample	2018	Wild_probably	Cave	Forest	Forest	forest_based	Cave	Colonial	aerial_hawking	Hunan	China	Asia	Betacoronaviruses	6.18	0.98	NA	NA	Colonial	NA
SAMN37723914	SAMN37723914_SRR26326734	PRJNA1025871	paired	V3-V4_4	Rhinolophus	Rhinolophus_macrotis_episcopus	Big-eared_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	12	Fecal_sample	2018	Wild_probably	Cave	Forest	Forest	forest_based	Cave	Colonial	aerial_hawking	Hunan	China	Asia	Betacoronaviruses	6.18	0.98	NA	NA	Colonial	NA
SAMN37723913	SAMN37723913_SRR26326745	PRJNA1025871	paired	V3-V4_4	Rhinolophus	Rhinolophus_macrotis_episcopus	Big-eared_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	12	Fecal_sample	2018	Wild_probably	Cave	Forest	Forest	forest_based	Cave	Colonial	aerial_hawking	Hunan	China	Asia	Betacoronaviruses	6.18	0.98	NA	NA	Colonial	NA
SAMN37723912	SAMN37723912_SRR26326756	PRJNA1025871	paired	V3-V4_4	Rhinolophus	Rhinolophus_macrotis_episcopus	Big-eared_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	12	Fecal_sample	2018	Wild_probably	Cave	Forest	Forest	forest_based	Cave	Colonial	aerial_hawking	Hunan	China	Asia	Betacoronaviruses	6.18	0.98	NA	NA	Colonial	NA
SAMN37723911	SAMN37723911_SRR26326767	PRJNA1025871	paired	V3-V4_4	Rhinolophus	Rhinolophus_macrotis_episcopus	Big-eared_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	12	Fecal_sample	2018	Wild_probably	Cave	Forest	Forest	forest_based	Cave	Colonial	aerial_hawking	Hunan	China	Asia	Betacoronaviruses	6.18	0.98	NA	NA	Colonial	NA
SAMN37723910	SAMN37723910_SRR26326778	PRJNA1025871	paired	V3-V4_4	Rhinolophus	Rhinolophus_macrotis_episcopus	Big-eared_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	12	Fecal_sample	2018	Wild_probably	Cave	Forest	Forest	forest_based	Cave	Colonial	aerial_hawking	Hunan	China	Asia	Betacoronaviruses	6.18	0.98	NA	NA	Colonial	NA
SAMN37723909	SAMN37723909_SRR26326789	PRJNA1025871	paired	V3-V4_4	Rhinolophus	Rhinolophus_macrotis_episcopus	Big-eared_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	12	Fecal_sample	2018	Wild_probably	Cave	Forest	Forest	forest_based	Cave	Colonial	aerial_hawking	Hunan	China	Asia	Betacoronaviruses	6.18	0.98	NA	NA	Colonial	NA
SAMN37723908	SAMN37723908_SRR26326692	PRJNA1025871	paired	V3-V4_4	Rhinolophus	Rhinolophus_macrotis_episcopus	Big-eared_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	12	Fecal_sample	2018	Wild_probably	Cave	Forest	Forest	forest_based	Cave	Colonial	aerial_hawking	Hunan	China	Asia	Betacoronaviruses	6.18	0.98	NA	NA	Colonial	NA
SAMN37723907	SAMN37723907_SRR26326830	PRJNA1025871	paired	V3-V4_4	Rhinolophus	Rhinolophus_macrotis_episcopus	Big-eared_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	12	Fecal_sample	2018	Wild_probably	Cave	Forest	Forest	forest_based	Cave	Colonial	aerial_hawking	Hunan	China	Asia	Betacoronaviruses	6.18	0.98	NA	NA	Colonial	NA
SAMN37723906	SAMN37723906_SRR26326831	PRJNA1025871	paired	V3-V4_4	Rhinolophus	Rhinolophus_macrotis_episcopus	Big-eared_horseshoe_bat	old_world	Betacoronaviruses	Insectivorous	Insectivorous	Insects	Insects	Insects	Insectivorous	NA	NA	12	Fecal_sample	2018	Wild_probably	Cave	Forest	Forest	forest_based	Cave	Colonial	aerial_hawking	Hunan	China	Asia	Betacoronaviruses	6.18	0.98	NA	NA	Colonial	NA
SAMN10583511	SAMN10583511_SRR8303347	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583510	SAMN10583510_SRR8303348	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583509	SAMN10583509_SRR8303349	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583508	SAMN10583508_SRR8303346	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583507	SAMN10583507_SRR8303345	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583506	SAMN10583506_SRR8303338	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Breastfeeding	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Guerrero	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583505	SAMN10583505_SRR8303337	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Pregnant	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Guerrero	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583504	SAMN10583504_SRR8303340	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Morelos	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583503	SAMN10583503_SRR8303339	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583502	SAMN10583502_SRR8303342	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Pregnant	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Guerrero	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583501	SAMN10583501_SRR8303341	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Breastfeeding	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Guerrero	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583500	SAMN10583500_SRR8303344	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Morelos	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583499	SAMN10583499_SRR8303343	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583498	SAMN10583498_SRR8303350	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Breastfeeding	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Guerrero	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583497	SAMN10583497_SRR8303351	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Pregnant	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Guerrero	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583496	SAMN10583496_SRR8303352	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Morelos	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583495	SAMN10583495_SRR8303353	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Juvenile	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583494	SAMN10583494_SRR8303354	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583493	SAMN10583493_SRR8303355	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Breastfeeding	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Guerrero	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583492	SAMN10583492_SRR8303356	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Morelos	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583491	SAMN10583491_SRR8303357	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Pregnant	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Guerrero	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583490	SAMN10583490_SRR8303358	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Juvenile	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583489	SAMN10583489_SRR8303359	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583488	SAMN10583488_SRR8303327	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Morelos	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583487	SAMN10583487_SRR8303328	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Breastfeeding	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Guerrero	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583486	SAMN10583486_SRR8303331	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Pregnant	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Guerrero	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583485	SAMN10583485_SRR8303332	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Juvenile	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583484	SAMN10583484_SRR8303329	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583483	SAMN10583483_SRR8303330	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Pregnant	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Guerrero	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583482	SAMN10583482_SRR8303335	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Breastfeeding	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Guerrero	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583481	SAMN10583481_SRR8303336	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Female	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Morelos	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583480	SAMN10583480_SRR8303333	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Juvenile	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10583479	SAMN10583479_SRR8303334	PRJNA508738	paired	V4_1	Leptonycteris	Leptonycteris_yerbabuenae	Lesser_long-nosed_bat	new_world	Lyssaviruses	Frugivorous	Frugivorous	Nectar	Fruits	Fruits_Nectar	Nectarivorous	Male	Adult	82	Fecal_sample	2015	Wild_probably	Cave	Forest	Forest	forest_desert	Cave	Colonial	gleaning_hovering	Oaxaca	Mexico	North_America	Lyssaviruses	22.24	0.99	NA	120	Colonial	Diurnal
SAMN10450851	SAMN10450851_SRR8216534	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Kakabish	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450850	SAMN10450850_SRR8216533	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Lamanai_Archaeological_Reserve	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450849	SAMN10450849_SRR8216526	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Kakabish	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450848	SAMN10450848_SRR8216525	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Lamanai_Archaeological_Reserve	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450847	SAMN10450847_SRR8216528	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Lamanai_Archaeological_Reserve	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450846	SAMN10450846_SRR8216527	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Kakabish	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450845	SAMN10450845_SRR8216530	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Kakabish	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450844	SAMN10450844_SRR8216529	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Kakabish	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450843	SAMN10450843_SRR8216532	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Kakabish	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450842	SAMN10450842_SRR8216531	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Kakabish	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450841	SAMN10450841_SRR8216505	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Lamanai_Archaeological_Reserve	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450840	SAMN10450840_SRR8216506	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Lamanai_Archaeological_Reserve	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450839	SAMN10450839_SRR8216507	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Kakabish	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
SAMN10450838	SAMN10450838_SRR8216508	PRJNA506223	paired	V4_2	Desmodus	Desmodus_rotundus	Vampire_bat	new_world	Lyssaviruses	Hematophagous	Hematophagous	Blood	Blood	Blood	Hematophagous	NA	NA	30	Rectal_swab	2015	Wild_probably	Savanna	Savanna	Savanna	savanna_forest	Cave	Colonial	gleaning	Kakabish	Belize	Central_America	Lyssaviruses	33.16	1	1.26	234	Colonial	Diurnal
